topic,polarity,claim_type,confidence,needs_verification,buyer_impact,claim_summary,source_channel,source_owner,source_title,source_url,source_video_id,timestamp_start,transcript_language,extraction_provider,extraction_method,content_reuse_policy,usage_rights,reuse_policy,raw_transcript_stored,claim_file,claim_dir
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,"Pre día del niño, Nuevo Honda Type R, Suzuki Ertiga 2023, Tesla Cyber Truck | #59",https://www.youtube.com/watch?v=CwdTCbBrBfg,CwdTCbBrBfg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/CwdTCbBrBfg.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,CAMBIOS AL HONDA CIVIC! SSC TUATARA! GMC HUMMER EV Y MAS! - CLN ep1 - *CarsLatino*,https://www.youtube.com/watch?v=-_wYK6bMjs0,-_wYK6bMjs0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/-_wYK6bMjs0.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,HONDA vs NISSAN ¿Cual es la Reina de las Suv? *CarsLatino*,https://www.youtube.com/watch?v=c1v4SIL4Q3U,c1v4SIL4Q3U,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/c1v4SIL4Q3U.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,Vale La Pena El Honda Civic Lx 2007 ? *CarsLatino*,https://www.youtube.com/watch?v=tYTd934ol2w,tYTd934ol2w,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/tYTd934ol2w.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,¿Aun Vale La Pena Un Honda Civic 2009 En El 2024? (Nuevo Auto) *CarsLatino*,https://www.youtube.com/watch?v=JVdm6QxjN-Q,JVdm6QxjN-Q,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/JVdm6QxjN-Q.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,CUIDADO!!! NO CAIGAS!! #toyota #auto #hyundai #mazda #nissan #honda #mitsubishi #mazda #volkswagen,https://www.youtube.com/shorts/i4gvUL_mZ6M,i4gvUL_mZ6M,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/i4gvUL_mZ6M.json,youtube-library-output/knowledge/claims
Honda,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Honda; requiere revision editorial o AI antes de publicarse como afirmacion.,El Dios de los Autos,El Dios de los Autos,"ENFRENTÉ al Toyota GR COROLLA con HONDA Civic Type R, Hyundai Elantra N, Subaru WRX y muchos otros",https://www.youtube.com/watch?v=bSqOHwsmxd8,bSqOHwsmxd8,,es,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/bSqOHwsmxd8.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,NISSAN Y MITSUBISHI SON COMPRADOS POR MARCA CHINA - ENORME NOTICIA,https://www.youtube.com/watch?v=qG98Th4nygU,qG98Th4nygU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/qG98Th4nygU.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,2024 Dodge Durango SRT Hellcat Review 🔥 | Jaime Gabaldoni,https://www.youtube.com/watch?v=Jl7hOoO6E1s,Jl7hOoO6E1s,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Jl7hOoO6E1s.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,BMW 330i xDrive 2025: ¿vale la pena? | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=r0wxQs3Wizw,r0wxQs3Wizw,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/r0wxQs3Wizw.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,BMW R 1250 RT 2023: Touring de lujo en el Gran Cañón | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=q4Eha0ON8do,q4Eha0ON8do,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/q4Eha0ON8do.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,El VOLVO XC60 T8 2024 BLACK EDITION | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=bo-1Fp-mots,bo-1Fp-mots,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/bo-1Fp-mots.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Ford Expedition 2025: ¿La mejor SUV familiar tamaño completo? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=z1RBvS2-nFQ,z1RBvS2-nFQ,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/z1RBvS2-nFQ.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,GMC Sierra EV AT4 2026: La pick-up eléctrica más capaz de GMC | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=-FnDxyk1_cI,-FnDxyk1_cI,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/-FnDxyk1_cI.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Honda Civic Type R 2023 | Prueba Completa [HD],https://www.youtube.com/watch?v=TRAdnQbFQm8,TRAdnQbFQm8,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/TRAdnQbFQm8.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,"Japan Mobility Show 2025: Lexus, Toyota, Subaru, Mazda and the future of mobility | Jaime Gabaldoni",https://www.youtube.com/watch?v=Iv9QnL7nz-4,Iv9QnL7nz-4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Iv9QnL7nz-4.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Mercedes-AMG GT63 COUPÉ 2025 | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=fKrXVm0Dw88,fKrXVm0Dw88,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/fKrXVm0Dw88.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Nissan Armada/Patrol Nismo 2026: La SUV deportiva INESPERADA de Nissan | Prueba de manejo,https://www.youtube.com/watch?v=Ta_QwNdOTM0,Ta_QwNdOTM0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Ta_QwNdOTM0.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Nissan GT-R R35 2023: “Godzilla” sigue imparable | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=mXEY7BDpM50,mXEY7BDpM50,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/mXEY7BDpM50.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,RAM 2500 Heavy Duty Diesel 2025: ¿La pickup más poderosa? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=FUFANojXJJ4,FUFANojXJJ4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/FUFANojXJJ4.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,The new 2025 MAZDA CX-70 Can it be compared to the European luxury models?| Review | Jaime Gabaldoni,https://www.youtube.com/watch?v=Bbyr5Wa81Lg,Bbyr5Wa81Lg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Bbyr5Wa81Lg.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Toyota Tacoma i-Force Max TRD Pro 2025: Lista para el off-road | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=O4VMhPiVT50,O4VMhPiVT50,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/O4VMhPiVT50.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Volvo XC90 PHEV 2026: ¿El SUV híbrido premium más completo? | Prueba de Manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=I3uqdp9_2Cw,I3uqdp9_2Cw,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/I3uqdp9_2Cw.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,🚐🔋 Volkswagen ID. Buzz 2025: la combi eléctrica moderna ⚡🚀 | Prueba de manejo | Jaime Gabaldoni,https://www.youtube.com/watch?v=QitI0_bBVRU,QitI0_bBVRU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/QitI0_bBVRU.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Comparativa Toyota Prius vs Honda Insight,https://www.youtube.com/watch?v=-iHkQmXpWG4,-iHkQmXpWG4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/-iHkQmXpWG4.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Suzuki bajó los precios en toda su gama - La Cochera Radio 13 enero,https://www.youtube.com/watch?v=gUtXfK8gI44,gUtXfK8gI44,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/gUtXfK8gI44.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"¿Me lo compro o no me lo compro? GMC, GWM, Honda, Hyundai",https://www.youtube.com/watch?v=gw9Rc4_qs6U,gw9Rc4_qs6U,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/gw9Rc4_qs6U.json,youtube-library-output/knowledge/claims
Honda,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Honda; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,¿Me lo compro o no me lo compro? | Con Lalo Vargas | GMC y Honda,https://www.youtube.com/watch?v=E-dAwmDZ80M,E-dAwmDZ80M,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/external/sergio-oliveira/claims/E-dAwmDZ80M.json,youtube-library-output/external/sergio-oliveira/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,hyundai atos a prueba de dinamometro vendido en mexico dodge motor 1.0 litros,https://www.youtube.com/watch?v=dBPQQ84QPoQ,dBPQQ84QPoQ,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/dBPQQ84QPoQ.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,5 KIA/HYUNDAI QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=mdiWpDX7FNk,mdiWpDX7FNk,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/mdiWpDX7FNk.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,Se INCENDIAN los Autos Kia y Hyundai ¿Que Esta Pasando? *CarsLatino*,https://www.youtube.com/watch?v=cK6f83vbtJ4,cK6f83vbtJ4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/cK6f83vbtJ4.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,CUIDADO!!! NO CAIGAS!! #toyota #auto #hyundai #mazda #nissan #honda #mitsubishi #mazda #volkswagen,https://www.youtube.com/shorts/i4gvUL_mZ6M,i4gvUL_mZ6M,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/i4gvUL_mZ6M.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",El Dios de los Autos,El Dios de los Autos,HYUNDAI i10 VS. VOLKSWAGEN UP! ¿CUAL ES MEJOR?,https://www.youtube.com/watch?v=1_3A_7ajBFY,1_3A_7ajBFY,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/1_3A_7ajBFY.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"Hyundai Grand i10 sedán 2021. Le sobra precio, le falta seguridad.",https://www.youtube.com/watch?v=o4gLVrL2tIA,o4gLVrL2tIA,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/o4gLVrL2tIA.json,youtube-library-output/knowledge/claims
Hyundai,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Hyundai; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"¿Me lo compro o no me lo compro? GMC, GWM, Honda, Hyundai",https://www.youtube.com/watch?v=gw9Rc4_qs6U,gw9Rc4_qs6U,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/gw9Rc4_qs6U.json,youtube-library-output/knowledge/claims
Infiniti,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Infiniti; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Infiniti QX50 | PruebameLa... Nave #46 | Reseña,https://www.youtube.com/watch?v=KG2WuiEhlK8,KG2WuiEhlK8,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/KG2WuiEhlK8.json,youtube-library-output/knowledge/claims
Infiniti,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Infiniti; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"Infiniti QX30 2017; Alma de Mercedes, aunque no del mejor Mercedes.",https://www.youtube.com/watch?v=VWTikrCbsyU,VWTikrCbsyU,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/VWTikrCbsyU.json,youtube-library-output/knowledge/claims
Infiniti,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Infiniti; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Mercedes-Benz E 200 vs Infiniti Q70,https://www.youtube.com/watch?v=RlYrDLaCEIg,RlYrDLaCEIg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/RlYrDLaCEIg.json,youtube-library-output/knowledge/claims
Infiniti,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Infiniti; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"¿Me lo compro o no me lo compro? 1 Con Lalo Vargas | China, Infiniti y Jeep",https://www.youtube.com/watch?v=fASJ3iE-Yxg,fASJ3iE-Yxg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/external/sergio-oliveira/claims/fASJ3iE-Yxg.json,youtube-library-output/external/sergio-oliveira/claims
JAC,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre JAC; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Jac Frison T6. El mejor motor de su categoría.,https://www.youtube.com/watch?v=Ho1l6ZXfv9w,Ho1l6ZXfv9w,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Ho1l6ZXfv9w.json,youtube-library-output/knowledge/claims
JAC,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre JAC; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"JAC Sei7 2019, el mejor valor/precio de todo el segmento",https://www.youtube.com/watch?v=eHBV2250YOg,eHBV2250YOg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/eHBV2250YOg.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Jeep Grand Cherokee SRT8 | PruebameLa... Nave #109 | Reseña,https://www.youtube.com/watch?v=OiivNjk13t4,OiivNjk13t4,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/OiivNjk13t4.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Autoboutique 1/4 de Milla,Autoboutique 1/4 de Milla,Jeep SkyFreedom 4 cil Turbo | PruebameLa... Nave #128 | Reseña,https://www.youtube.com/watch?v=nyNvIP1LJbo,nyNvIP1LJbo,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/nyNvIP1LJbo.json,youtube-library-output/knowledge/claims
Jeep,negative,candidate_opinion,low,True,Pendiente de clasificar.,El video contiene una posible opinion critica sobre Jeep; requiere revision editorial o AI antes de publicarse como afirmacion.,CarsLatino,CarsLatino,5 JEEP QUE NO DEBERÍAS COMPRAR Y 5 QUE SI *CarsLatino*,https://www.youtube.com/watch?v=GOT6xoAf5p0,GOT6xoAf5p0,,,local,local_candidate_no_verbatim,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/GOT6xoAf5p0.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",CarsLatino,CarsLatino,LA FALLA QUE HACE A JEEP PELIGROSA *CarsLatino*,https://www.youtube.com/watch?v=DfGCt5TgDO8,DfGCt5TgDO8,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/DfGCt5TgDO8.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Jeep Gladiator Mojave vs Ford F-150 Raptor: ¿Son realmente comparables?,https://www.youtube.com/watch?v=-ayU1rQYyxM,-ayU1rQYyxM,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/-ayU1rQYyxM.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Jaime Gabaldoni,Jaime Gabaldoni,Nissan Armada/Patrol Nismo 2026: La SUV deportiva INESPERADA de Nissan | Prueba de manejo,https://www.youtube.com/watch?v=Ta_QwNdOTM0,Ta_QwNdOTM0,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/Ta_QwNdOTM0.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,Jeep Avenger Turbo - El Jeep que podríamos comprar,https://www.youtube.com/watch?v=d4RAEvZ5m-k,d4RAEvZ5m-k,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/knowledge/claims/d4RAEvZ5m-k.json,youtube-library-output/knowledge/claims
Jeep,neutral,review_needed,low,True,Pendiente de clasificar.,"Fuente externa registrada sobre Jeep; requiere subtitulo/AI o revision editorial para separar pros, contras y recomendaciones sin copiar el guion.",Sergio Oliveira,Sergio Oliveira,"¿Me lo compro o no me lo compro? 1 Con Lalo Vargas | China, Infiniti y Jeep",https://www.youtube.com/watch?v=fASJ3iE-Yxg,fASJ3iE-Yxg,,,local,local_review_marker,paraphrased_claims_only,external-reference,embed_link_and_summarize_only,False,youtube-library-output/external/sergio-oliveira/claims/fASJ3iE-Yxg.json,youtube-library-output/external/sergio-oliveira/claims
